p0	p1	p2	s0	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45	s46	s47	s48	s49	s50	s51	s52	s53	s54	s55	s56	s57	s58	s59	s60	s61	s62	s63	s64	s65	s66	s67	s68	s69	s70	s71	s72	s73	s74	s75	s76	s77	s78	s79	s80	s81	s82	s83	s84	s85	s86	s87	s88	s89	s90	s91	s92	s93	s94	s95	s96	s97	s98	s99	s100	s101	s102	s103	s104	s105	s106	s107	s108	s109	s110	s111	s112	s113	s114	s115	s116	s117	s118	s119	s120	s121	s122	s123	s124	s125	s126	s127	s128	s129	s130	s131	s132	s133	s134	s135	s136	s137	s138	s139	s140	s141	s142	s143	s144	s145	s146	s147	s148	s149	s150	s151	s152	s153	s154	s155	s156	s157	s158	s159	s160	s161	s162	s163	s164	s165	s166	s167	s168	s169	s170	s171	s172	s173	s174	s175	s176	s177	s178	s179	s180	s181	s182	s183	s184	s185	s186	s187	s188	s189	s190	s191	s192	s193	s194	s195	s196	s197	s198	s199	s200	s201	s202	s203	s204	s205	s206	s207	s208	s209	s210	s211	s212	s213	s214	s215	s216	s217	s218	s219	s220	s221	s222	s223	s224	s225	s226	s227	s228	s229	s230	s231	s232	s233	s234	s235	s236	s237	s238	s239	s240	s241	s242	s243	s244	s245	s246	s247	s248	s249	s250	s251	s252	s253	s254	s255	s256	s257	s258	s259	s260	s261	s262	s263	s264	s265	s266	s267	s268	s269	s270	s271	s272	s273	s274	s275	s276	s277	s278	s279	s280	s281	s282	s283	s284	s285	s286	s287	s288	s289	s290	s291	s292	s293	s294	s295	s296	s297	s298	s299	s300	s301	s302	s303	s304	s305	s306	s307	s308	s309	s310	s311	s312	s313	s314	s315	s316	s317	s318	s319	s320	s321	s322	s323	s324	s325	s326	s327	s328	s329	s330	s331	s332	s333	s334	s335	s336	s337	s338	s339	s340	s341	s342	s343	s344	s345	s346	s347	s348	s349	s350	s351	s352	s353	s354	s355	s356	s357	s358	s359	s360	s361	s362	s363	s364	s365	s366	s367	s368	s369	s370	s371	s372	s373	s374	s375	s376	s377	s378	s379	s380	s381	s382	s383	s384	s385	s386	s387	s388	s389	s390	s391	s392	s393	s394	s395	s396	s397	s398	s399	s400	s401	s402	s403	s404	s405	s406	s407	s408	s409	s410	s411	s412	s413	s414	s415	s416	s417	s418	s419	s420	s421	s422	s423	s424	s425	s426	s427	s428	s429	s430	s431	s432	s433	s434	s435	s436	s437	s438	s439	s440	s441	s442	s443	s444	s445	s446	s447	s448	s449	s450	s451	s452	s453	s454	s455	s456	s457	s458	s459	s460	s461	s462	s463	s464	s465	s466	s467	s468	s469	s470	s471	s472	s473	s474	s475	s476	s477	s478	s479	s480	s481	s482	s483	s484	s485	s486	s487	s488	s489	s490	s491	s492	s493	s494	s495	s496	s497	s498	s499	s500	s501	s502	s503	s504	s505	s506	s507	s508	s509	s510	s511	s512	s513	s514	s515	s516	s517	s518	s519	s520	s521	s522	s523	s524	s525	s526	s527	s528	s529	s530	s531	s532	s533	s534	s535	s536	s537	s538	s539	s540	s541	s542	s543	s544	s545	s546	s547	s548	s549	s550	s551	s552	s553	s554	s555	s556	s557	s558	s559	s560	s561	s562	s563	s564	s565	s566	s567	s568	s569	s570	s571	s572	s573	s574	s575	s576	s577	s578	s579	s580	s581	s582	s583	s584	s585	s586	s587	s588	s589	s590	s591	s592	s593	s594	s595	s596	s597	s598	s599	s600	s601	s602	s603	s604	s605	s606	s607	s608	s609	s610	s611	s612	s613	s614	s615	s616	s617	s618	s619	s620	s621	s622	s623	s624	s625	s626	s627	s628	s629	s630	s631	s632	s633	s634	s635	s636	s637	s638	s639	s640	s641	s642	s643	s644	s645	s646	s647	s648	s649	s650	s651	s652	s653	s654	s655	s656	s657	s658	s659	s660	s661	s662	s663	s664	s665	s666	s667	s668	s669	s670	s671	s672	s673	s674	s675	s676	s677	s678	s679	s680	s681	s682	s683	s684	s685	s686	s687	s688	s689	s690	s691	s692	s693	s694	s695	s696	s697	s698	s699	s700	s701	s702	s703	s704	s705	s706	s707	s708	s709	s710	s711	s712	s713	s714	s715	s716	s717	s718	s719	
			*CCC	Max	Align
	apttaba	1	1	1	0
ape-saba$$$p0$s506	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-tsaba$$$p0$s507	apetsaba	0	0	0	1
	aptsaba	1	1	1	0
ape-naba$$$p0$s508	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-tnaba$$$p0$s509	apetnaba	0	0	0	1
	aptnaba	1	1	1	0
ape-laba$$$p0$s510	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-tlaba$$$p0$s511	apetlaba	0	0	0	1
	aptlaba	1	1	1	0
ape-raba$$$p0$s512	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-traba$$$p0$s513	apetraba	0	0	0	1
	aptraba	1	1	1	0
ape-vaba$$$p0$s514	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-tvaba$$$p0$s515	apetvaba	0	0	0	1
	aptvaba	1	1	1	0
ape-staba$$$p0$s516	apestaba	0	0	0	1
	apstaba	1	1	1	0
ape-ssaba$$$p0$s517	apessaba	0	0	0	1
	apssaba	1	1	1	0
ape-snaba$$$p0$s518	apesnaba	0	0	0	1
	apsnaba	1	1	1	0
ape-slaba$$$p0$s519	apeslaba	0	0	0	1
	apslaba	1	1	1	0
ape-sraba$$$p0$s520	apesraba	0	0	0	1
	apsraba	1	1	1	0
ape-svaba$$$p0$s521	apesvaba	0	0	0	1
	apsvaba	1	1	1	0
ape-ntaba$$$p0$s522	apentaba	0	0	0	1
	apntaba	1	1	1	0
ape-nsaba$$$p0$s523	apensaba	0	0	0	1
	apnsaba	1	1	1	0
ape-nnaba$$$p0$s524	apennaba	0	0	0	1
	apnnaba	1	1	1	0
ape-nlaba$$$p0$s525	apenlaba	0	0	0	1
	apnlaba	1	1	1	0
ape-nraba$$$p0$s526	apenraba	0	0	0	1
	apnraba	1	1	1	0
ape-nvaba$$$p0$s527	apenvaba	0	0	0	1
	apnvaba	1	1	1	0
ape-ltaba$$$p0$s528	apeltaba	0	0	0	1
	apltaba	1	1	1	0
ape-lsaba$$$p0$s529	apelsaba	0	0	0	1
	aplsaba	1	1	1	0
ape-lnaba$$$p0$s530	apelnaba	0	0	0	1
	aplnaba	1	1	1	0
ape-llaba$$$p0$s531	apellaba	0	0	0	1
	apllaba	1	1	1	0
ape-lraba$$$p0$s532	apelraba	0	0	0	1
	aplraba	1	1	1	0
ape-lvaba$$$p0$s533	apelvaba	0	0	0	1
	aplvaba	1	1	1	0
ape-rtaba$$$p0$s534	apertaba	0	0	0	1
	aprtaba	1	1	1	0
ape-rsaba$$$p0$s535	apersaba	0	0	0	1
	aprsaba	1	1	1	0
ape-rnaba$$$p0$s536	apernaba	0	0	0	1
	aprnaba	1	1	1	0
ape-rlaba$$$p0$s537	aperlaba	0	0	0	1
	aprlaba	1	1	1	0
ape-rraba$$$p0$s538	aperraba	0	0	0	1
	aprraba	1	1	1	0
ape-rvaba$$$p0$s539	apervaba	0	0	0	1
	aprvaba	1	1	1	0
ape-vtaba$$$p0$s540	apevtaba	0	0	0	1
	apvtaba	1	1	1	0
ape-vsaba$$$p0$s541	apevsaba	0	0	0	1
	apvsaba	1	1	1	0
ape-vnaba$$$p0$s542	apevnaba	0	0	0	1
	apvnaba	1	1	1	0
ape-vlaba$$$p0$s543	apevlaba	0	0	0	1
	apvlaba	1	1	1	0
ape-vraba$$$p0$s544	apevraba	0	0	0	1
	apvraba	1	1	1	0
ape-vvaba$$$p0$s545	apevvaba	0	0	0	1
	apvvaba	1	1	1	0
ape-taba$$$p0$s546	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-taba$$$p0$s547	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-taba$$$p0$s548	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-taba$$$p0$s549	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-taba$$$p0$s550	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-saba$$$p0$s551	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-saba$$$p0$s552	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-saba$$$p0$s553	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-saba$$$p0$s554	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-saba$$$p0$s555	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-naba$$$p0$s556	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-naba$$$p0$s557	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-naba$$$p0$s558	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-naba$$$p0$s559	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-naba$$$p0$s560	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-laba$$$p0$s561	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-laba$$$p0$s562	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-laba$$$p0$s563	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-laba$$$p0$s564	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-laba$$$p0$s565	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-raba$$$p0$s566	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-raba$$$p0$s567	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-raba$$$p0$s568	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-raba$$$p0$s569	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-raba$$$p0$s570	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-vaba$$$p0$s571	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-vaba$$$p0$s572	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-vaba$$$p0$s573	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-vaba$$$p0$s574	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-vaba$$$p0$s575	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-taba$$$p0$s576	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-ttaba$$$p0$s577	apettaba	0	0	0	1
	apttaba	1	1	1	0
ape-saba$$$p0$s578	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-tsaba$$$p0$s579	apetsaba	0	0	0	1
	aptsaba	1	1	1	0
ape-naba$$$p0$s580	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-tnaba$$$p0$s581	apetnaba	0	0	0	1
	aptnaba	1	1	1	0
ape-laba$$$p0$s582	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-tlaba$$$p0$s583	apetlaba	0	0	0	1
	aptlaba	1	1	1	0
ape-raba$$$p0$s584	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-traba$$$p0$s585	apetraba	0	0	0	1
	aptraba	1	1	1	0
ape-vaba$$$p0$s586	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-tvaba$$$p0$s587	apetvaba	0	0	0	1
	aptvaba	1	1	1	0
ape-staba$$$p0$s588	apestaba	0	0	0	1
	apstaba	1	1	1	0
ape-ssaba$$$p0$s589	apessaba	0	0	0	1
	apssaba	1	1	1	0
ape-snaba$$$p0$s590	apesnaba	0	0	0	1
	apsnaba	1	1	1	0
ape-slaba$$$p0$s591	apeslaba	0	0	0	1
	apslaba	1	1	1	0
ape-sraba$$$p0$s592	apesraba	0	0	0	1
	apsraba	1	1	1	0
ape-svaba$$$p0$s593	apesvaba	0	0	0	1
	apsvaba	1	1	1	0
ape-ntaba$$$p0$s594	apentaba	0	0	0	1
	apntaba	1	1	1	0
ape-nsaba$$$p0$s595	apensaba	0	0	0	1
	apnsaba	1	1	1	0
ape-nnaba$$$p0$s596	apennaba	0	0	0	1
	apnnaba	1	1	1	0
ape-nlaba$$$p0$s597	apenlaba	0	0	0	1
	apnlaba	1	1	1	0
ape-nraba$$$p0$s598	apenraba	0	0	0	1
	apnraba	1	1	1	0
ape-nvaba$$$p0$s599	apenvaba	0	0	0	1
	apnvaba	1	1	1	0
ape-ltaba$$$p0$s600	apeltaba	0	0	0	1
	apltaba	1	1	1	0
ape-lsaba$$$p0$s601	apelsaba	0	0	0	1
	aplsaba	1	1	1	0
ape-lnaba$$$p0$s602	apelnaba	0	0	0	1
	aplnaba	1	1	1	0
ape-llaba$$$p0$s603	apellaba	0	0	0	1
	apllaba	1	1	1	0
ape-lraba$$$p0$s604	apelraba	0	0	0	1
	aplraba	1	1	1	0
ape-lvaba$$$p0$s605	apelvaba	0	0	0	1
	aplvaba	1	1	1	0
ape-rtaba$$$p0$s606	apertaba	0	0	0	1
	aprtaba	1	1	1	0
ape-rsaba$$$p0$s607	apersaba	0	0	0	1
	aprsaba	1	1	1	0
ape-rnaba$$$p0$s608	apernaba	0	0	0	1
	aprnaba	1	1	1	0
ape-rlaba$$$p0$s609	aperlaba	0	0	0	1
	aprlaba	1	1	1	0
ape-rraba$$$p0$s610	aperraba	0	0	0	1
	aprraba	1	1	1	0
ape-rvaba$$$p0$s611	apervaba	0	0	0	1
	aprvaba	1	1	1	0
ape-vtaba$$$p0$s612	apevtaba	0	0	0	1
	apvtaba	1	1	1	0
ape-vsaba$$$p0$s613	apevsaba	0	0	0	1
	apvsaba	1	1	1	0
ape-vnaba$$$p0$s614	apevnaba	0	0	0	1
	apvnaba	1	1	1	0
ape-vlaba$$$p0$s615	apevlaba	0	0	0	1
	apvlaba	1	1	1	0
ape-vraba$$$p0$s616	apevraba	0	0	0	1
	apvraba	1	1	1	0
ape-vvaba$$$p0$s617	apevvaba	0	0	0	1
	apvvaba	1	1	1	0
ape-taba$$$p0$s618	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-taba$$$p0$s619	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-taba$$$p0$s620	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-taba$$$p0$s621	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-taba$$$p0$s622	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-saba$$$p0$s623	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-saba$$$p0$s624	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-saba$$$p0$s625	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-saba$$$p0$s626	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-saba$$$p0$s627	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-naba$$$p0$s628	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-naba$$$p0$s629	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-naba$$$p0$s630	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-naba$$$p0$s631	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-naba$$$p0$s632	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-laba$$$p0$s633	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-laba$$$p0$s634	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-laba$$$p0$s635	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-laba$$$p0$s636	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-laba$$$p0$s637	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-raba$$$p0$s638	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-raba$$$p0$s639	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-raba$$$p0$s640	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-raba$$$p0$s641	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-raba$$$p0$s642	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-vaba$$$p0$s643	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-vaba$$$p0$s644	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-vaba$$$p0$s645	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-vaba$$$p0$s646	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-vaba$$$p0$s647	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-taba$$$p0$s648	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-ttaba$$$p0$s649	apettaba	0	0	0	1
	apttaba	1	1	1	0
ape-saba$$$p0$s650	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-tsaba$$$p0$s651	apetsaba	0	0	0	1
	aptsaba	1	1	1	0
ape-naba$$$p0$s652	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-tnaba$$$p0$s653	apetnaba	0	0	0	1
	aptnaba	1	1	1	0
ape-laba$$$p0$s654	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-tlaba$$$p0$s655	apetlaba	0	0	0	1
	aptlaba	1	1	1	0
ape-raba$$$p0$s656	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-traba$$$p0$s657	apetraba	0	0	0	1
	aptraba	1	1	1	0
ape-vaba$$$p0$s658	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-tvaba$$$p0$s659	apetvaba	0	0	0	1
	aptvaba	1	1	1	0
ape-staba$$$p0$s660	apestaba	0	0	0	1
	apstaba	1	1	1	0
ape-ssaba$$$p0$s661	apessaba	0	0	0	1
	apssaba	1	1	1	0
ape-snaba$$$p0$s662	apesnaba	0	0	0	1
	apsnaba	1	1	1	0
ape-slaba$$$p0$s663	apeslaba	0	0	0	1
	apslaba	1	1	1	0
ape-sraba$$$p0$s664	apesraba	0	0	0	1
	apsraba	1	1	1	0
ape-svaba$$$p0$s665	apesvaba	0	0	0	1
	apsvaba	1	1	1	0
ape-ntaba$$$p0$s666	apentaba	0	0	0	1
	apntaba	1	1	1	0
ape-nsaba$$$p0$s667	apensaba	0	0	0	1
	apnsaba	1	1	1	0
ape-nnaba$$$p0$s668	apennaba	0	0	0	1
	apnnaba	1	1	1	0
ape-nlaba$$$p0$s669	apenlaba	0	0	0	1
	apnlaba	1	1	1	0
ape-nraba$$$p0$s670	apenraba	0	0	0	1
	apnraba	1	1	1	0
ape-nvaba$$$p0$s671	apenvaba	0	0	0	1
	apnvaba	1	1	1	0
ape-ltaba$$$p0$s672	apeltaba	0	0	0	1
	apltaba	1	1	1	0
ape-lsaba$$$p0$s673	apelsaba	0	0	0	1
	aplsaba	1	1	1	0
ape-lnaba$$$p0$s674	apelnaba	0	0	0	1
	aplnaba	1	1	1	0
ape-llaba$$$p0$s675	apellaba	0	0	0	1
	apllaba	1	1	1	0
ape-lraba$$$p0$s676	apelraba	0	0	0	1
	aplraba	1	1	1	0
ape-lvaba$$$p0$s677	apelvaba	0	0	0	1
	aplvaba	1	1	1	0
ape-rtaba$$$p0$s678	apertaba	0	0	0	1
	aprtaba	1	1	1	0
ape-rsaba$$$p0$s679	apersaba	0	0	0	1
	aprsaba	1	1	1	0
ape-rnaba$$$p0$s680	apernaba	0	0	0	1
	aprnaba	1	1	1	0
ape-rlaba$$$p0$s681	aperlaba	0	0	0	1
	aprlaba	1	1	1	0
ape-rraba$$$p0$s682	aperraba	0	0	0	1
	aprraba	1	1	1	0
ape-rvaba$$$p0$s683	apervaba	0	0	0	1
	aprvaba	1	1	1	0
ape-vtaba$$$p0$s684	apevtaba	0	0	0	1
	apvtaba	1	1	1	0
ape-vsaba$$$p0$s685	apevsaba	0	0	0	1
	apvsaba	1	1	1	0
ape-vnaba$$$p0$s686	apevnaba	0	0	0	1
	apvnaba	1	1	1	0
ape-vlaba$$$p0$s687	apevlaba	0	0	0	1
	apvlaba	1	1	1	0
ape-vraba$$$p0$s688	apevraba	0	0	0	1
	apvraba	1	1	1	0
ape-vvaba$$$p0$s689	apevvaba	0	0	0	1
	apvvaba	1	1	1	0
ape-taba$$$p0$s690	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-taba$$$p0$s691	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-taba$$$p0$s692	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-taba$$$p0$s693	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-taba$$$p0$s694	apetaba	0	0	0	1
	aptaba	1	0	1	0
ape-saba$$$p0$s695	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-saba$$$p0$s696	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-saba$$$p0$s697	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-saba$$$p0$s698	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-saba$$$p0$s699	apesaba	0	0	0	1
	apsaba	1	0	1	0
ape-naba$$$p0$s700	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-naba$$$p0$s701	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-naba$$$p0$s702	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-naba$$$p0$s703	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-naba$$$p0$s704	apenaba	0	0	0	1
	apnaba	1	0	1	0
ape-laba$$$p0$s705	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-laba$$$p0$s706	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-laba$$$p0$s707	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-laba$$$p0$s708	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-laba$$$p0$s709	apelaba	0	0	0	1
	aplaba	1	0	1	0
ape-raba$$$p0$s710	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-raba$$$p0$s711	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-raba$$$p0$s712	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-raba$$$p0$s713	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-raba$$$p0$s714	aperaba	0	0	0	1
	apraba	1	0	1	0
ape-vaba$$$p0$s715	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-vaba$$$p0$s716	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-vaba$$$p0$s717	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-vaba$$$p0$s718	apevaba	0	0	0	1
	apvaba	1	0	1	0
ape-vaba$$$p0$s719	apevaba	0	0	0	1
	apvaba	1	0	1	0
ate-taba$$$p1$s0	atetaba	0	0	0	1
	attaba	1	0	1	0
ate-ttaba$$$p1$s1	atettaba	1	0	0	1
	atttaba	0	1	1	0
ate-saba$$$p1$s2	atesaba	0	0	0	1
	atsaba	1	0	1	0
ate-tsaba$$$p1$s3	atetsaba	1	0	0	1
	attsaba	0	1	1	0
ate-naba$$$p1$s4	atenaba	0	0	0	1
	atnaba	1	0	1	0
ate-tnaba$$$p1$s5	atetnaba	1	0	0	1
	attnaba	0	1	1	0
ate-laba$$$p1$s6	atelaba	0	0	0	1
	atlaba	1	0	1	0
ate-tlaba$$$p1$s7	atetlaba	1	0	0	1
	attlaba	0	1	1	0
ate-raba$$$p1$s8	ateraba	0	0	0	1
	atraba	1	0	1	0
ate-traba$$$p1$s9	atetraba	1	0	0	1
	attraba	0	1	1	0
ate-vaba$$$p1$s10	atevaba	0	0	0	1
	atvaba	1	0	1	0
ate-tvaba$$$p1$s11	atetvaba	1	0	0	1
	attvaba	0	1	1	0
ate-staba$$$p1$s12	atestaba	1	0	0	1
	atstaba	0	1	1	0
ate-ssaba$$$p1$s13	atessaba	1	0	0	1
	atssaba	0	1	1	0
ate-snaba$$$p1$s14	atesnaba	1	0	0	1
	atsnaba	0	1	1	0
ate-slaba$$$p1$s15	ateslaba	1	0	0	1
	atslaba	0	1	1	0
ate-sraba$$$p1$s16	atesraba	1	0	0	1
	atsraba	0	1	1	0
ate-svaba$$$p1$s17	atesvaba	1	0	0	1
	atsvaba	0	1	1	0
ate-ntaba$$$p1$s18	atentaba	1	0	0	1
	atntaba	0	1	1	0
ate-nsaba$$$p1$s19	atensaba	1	0	0	1
	atnsaba	0	1	1	0
ate-nnaba$$$p1$s20	atennaba	1	0	0	1
	atnnaba	0	1	1	0
ate-nlaba$$$p1$s21	atenlaba	1	0	0	1
	atnlaba	0	1	1	0
ate-nraba$$$p1$s22	atenraba	1	0	0	1
	atnraba	0	1	1	0
ate-nvaba$$$p1$s23	atenvaba	1	0	0	1
	atnvaba	0	1	1	0
ate-ltaba$$$p1$s24	ateltaba	1	0	0	1
	atltaba	0	1	1	0
ate-lsaba$$$p1$s25	atelsaba	1	0	0	1
	atlsaba	0	1	1	0
ate-lnaba$$$p1$s26	atelnaba	1	0	0	1
	atlnaba	0	1	1	0
ate-llaba$$$p1$s27	atellaba	1	0	0	1
	atllaba	0	1	1	0
ate-lraba$$$p1$s28	atelraba	1	0	0	1
	atlraba	0	1	1	0
ate-lvaba$$$p1$s29	atelvaba	1	0	0	1
	atlvaba	0	1	1	0
ate-rtaba$$$p1$s30	atertaba	1	0	0	1
	atrtaba	0	1	1	0
ate-rsaba$$$p1$s31	atersaba	1	0	0	1
	atrsaba	0	1	1	0
ate-rnaba$$$p1$s32	aternaba	1	0	0	1
	atrnaba	0	1	1	0
ate-rlaba$$$p1$s33	aterlaba	1	0	0	1
	atrlaba	0	1	1	0
ate-rraba$$$p1$s34	aterraba	1	0	0	1
	atrraba	0	1	1	0
ate-rvaba$$$p1$s35	atervaba	1	0	0	1
	atrvaba	0	1	1	0
ate-vtaba$$$p1$s36	atevtaba	1	0	0	1
	atvtaba	0	1	1	0
ate-vsaba$$$p1$s37	atevsaba	1	0	0	1
	atvsaba	0	1	1	0
ate-vnaba$$$p1$s38	atevnaba	1	0	0	1
	atvnaba	0	1	1	0
ate-vlaba$$$p1$s39	atevlaba	1	0	0	1
	atvlaba	0	1	1	0
ate-vraba$$$p1$s40	atevraba	1	0	0	1
	atvraba	0	1	1	0
ate-vvaba$$$p1$s41	atevvaba	1	0	0	1
	atvvaba	0	1	1	0
ate-taba$$$p1$s42	atetaba	0	0	0	1
	attaba	1	0	1	0
ate-taba$$$p1$s43	atetaba	0	0	0	1
	attaba	1	0	1	0
ate-taba$$$p1$s44	atetaba	0	0	0	1
	attaba	1	0	1	0
ate-taba$$$p1$s45	atetaba	0	0	0	1
	attaba	1	0	1	0
ate-taba$$$p1$s46	atetaba	0	0	0	1
	attaba	1	0	1	0
ate-saba$$$p1$s47	atesaba	0	0	0	1
	atsaba	1	0	1	0
ate-saba$$$p1$s48	atesaba	0	0	0	1
	atsaba	1	0	1	0
ate-saba$$$p1$s49	atesaba	0	0	0	1
	atsaba	1	0	1	0
ate-saba$$$p1$s50	atesaba	0	0	0	1
	atsaba	1	0	1	0
ate-saba$$$p1$s51	atesaba	0	0	0	1
	atsaba	1	0	1	0
ate-naba$$$p1$s52	atenaba	0	0	0	1
	atnaba	1	0	1	0
ate-naba$$$p1$s53	atenaba	0	0	0	1
	atnaba	1	0	1	0
ate-naba$$$p1$s54	atenaba	0	0	0	1
	atnaba	1	0	1	0
ate-naba$$$p1$s55	atenaba	0	0	0	1
	atnaba	1	0	1	0
ate-naba$$$p1$s56	atenaba	0	0	0	1
	atnaba	1	0	1	0
ate-laba$$$p1$s57	atelaba	0	0	0	1
	atlaba	1	0	1	0
ate-laba$$$p1$s58	atelaba	0	0	0	1
	atlaba	1	0	1	0
ate-laba$$$p1$s59	atelaba	0	0	0	1
	atlaba	1	0	1	0
ate-laba$$$p1$s60	atelaba	0	0	0	1
	atlaba	1	0	1	0
ate-laba$$$p1$s61	atelaba	0	0	0	1
	atlaba	1	0	1	0
ate-raba$$$p1$s62	ateraba	0	0	0	1
	atraba	1	0	1	0
ate-raba$$$p1$s63	ateraba	0	0	0	1
	atraba	1	0	1	0
