p0	p1	p2	s0	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45	s46	s47	s48	s49	s50	s51	s52	s53	s54	s55	s56	s57	s58	s59	s60	s61	s62	s63	s64	s65	s66	s67	s68	s69	s70	s71	s72	s73	s74	s75	s76	s77	s78	s79	s80	s81	s82	s83	s84	s85	s86	s87	s88	s89	s90	s91	s92	s93	s94	s95	s96	s97	s98	s99	s100	s101	s102	s103	s104	s105	s106	s107	s108	s109	s110	s111	s112	s113	s114	s115	s116	s117	s118	s119	s120	s121	s122	s123	s124	s125	s126	s127	s128	s129	s130	s131	s132	s133	s134	s135	s136	s137	s138	s139	s140	s141	s142	s143	s144	s145	s146	s147	s148	s149	s150	s151	s152	s153	s154	s155	s156	s157	s158	s159	s160	s161	s162	s163	s164	s165	s166	s167	s168	s169	s170	s171	s172	s173	s174	s175	s176	s177	s178	s179	s180	s181	s182	s183	s184	s185	s186	s187	s188	s189	s190	s191	s192	s193	s194	s195	s196	s197	s198	s199	s200	s201	s202	s203	s204	s205	s206	s207	s208	s209	s210	s211	s212	s213	s214	s215	s216	s217	s218	s219	s220	s221	s222	s223	s224	s225	s226	s227	s228	s229	s230	s231	s232	s233	s234	s235	s236	s237	s238	s239	s240	s241	s242	s243	s244	s245	s246	s247	s248	s249	s250	s251	s252	s253	s254	s255	s256	s257	s258	s259	s260	s261	s262	s263	s264	s265	s266	s267	s268	s269	s270	s271	s272	s273	s274	s275	s276	s277	s278	s279	s280	s281	s282	s283	s284	s285	s286	s287	s288	s289	s290	s291	s292	s293	s294	s295	s296	s297	s298	s299	s300	s301	s302	s303	s304	s305	s306	s307	s308	s309	s310	s311	s312	s313	s314	s315	s316	s317	s318	s319	s320	s321	s322	s323	s324	s325	s326	s327	s328	s329	s330	s331	s332	s333	s334	s335	s336	s337	s338	s339	s340	s341	s342	s343	s344	s345	s346	s347	s348	s349	s350	s351	s352	s353	s354	s355	s356	s357	s358	s359	
			*CCC	Max	Align
ate-nsaba$$$p1$s157	atensaba	0.667	0	0	1
	atnsaba	0.333	1	1	0
ate-nnaba$$$p1$s158	atennaba	0.667	0	0	1
	atnnaba	0.333	1	1	0
ate-nlaba$$$p1$s159	atenlaba	0.667	0	0	1
	atnlaba	0.333	1	1	0
ate-nraba$$$p1$s160	atenraba	0.667	0	0	1
	atnraba	0.333	1	1	0
ate-nvaba$$$p1$s161	atenvaba	0.667	0	0	1
	atnvaba	0.333	1	1	0
ate-ltaba$$$p1$s162	ateltaba	0.667	0	0	1
	atltaba	0.333	1	1	0
ate-lsaba$$$p1$s163	atelsaba	0.667	0	0	1
	atlsaba	0.333	1	1	0
ate-lnaba$$$p1$s164	atelnaba	0.667	0	0	1
	atlnaba	0.333	1	1	0
ate-llaba$$$p1$s165	atellaba	0.667	0	0	1
	atllaba	0.333	1	1	0
ate-lraba$$$p1$s166	atelraba	0.667	0	0	1
	atlraba	0.333	1	1	0
ate-lvaba$$$p1$s167	atelvaba	0.667	0	0	1
	atlvaba	0.333	1	1	0
ate-rtaba$$$p1$s168	atertaba	0.667	0	0	1
	atrtaba	0.333	1	1	0
ate-rsaba$$$p1$s169	atersaba	0.667	0	0	1
	atrsaba	0.333	1	1	0
ate-rnaba$$$p1$s170	aternaba	0.667	0	0	1
	atrnaba	0.333	1	1	0
ate-rlaba$$$p1$s171	aterlaba	0.667	0	0	1
	atrlaba	0.333	1	1	0
ate-rraba$$$p1$s172	aterraba	0.667	0	0	1
	atrraba	0.333	1	1	0
ate-rvaba$$$p1$s173	atervaba	0.667	0	0	1
	atrvaba	0.333	1	1	0
ate-vtaba$$$p1$s174	atevtaba	0.667	0	0	1
	atvtaba	0.333	1	1	0
ate-vsaba$$$p1$s175	atevsaba	0.667	0	0	1
	atvsaba	0.333	1	1	0
ate-vnaba$$$p1$s176	atevnaba	0.667	0	0	1
	atvnaba	0.333	1	1	0
ate-vlaba$$$p1$s177	atevlaba	0.667	0	0	1
	atvlaba	0.333	1	1	0
ate-vraba$$$p1$s178	atevraba	0.667	0	0	1
	atvraba	0.333	1	1	0
ate-vvaba$$$p1$s179	atevvaba	0.667	0	0	1
	atvvaba	0.333	1	1	0
ate-ttaba$$$p1$s180	atettaba	0.667	0	0	1
	atttaba	0.333	1	1	0
ate-tsaba$$$p1$s181	atetsaba	0.667	0	0	1
	attsaba	0.333	1	1	0
ate-tnaba$$$p1$s182	atetnaba	0.667	0	0	1
	attnaba	0.333	1	1	0
ate-tlaba$$$p1$s183	atetlaba	0.667	0	0	1
	attlaba	0.333	1	1	0
ate-traba$$$p1$s184	atetraba	0.667	0	0	1
	attraba	0.333	1	1	0
ate-tvaba$$$p1$s185	atetvaba	0.667	0	0	1
	attvaba	0.333	1	1	0
ate-staba$$$p1$s186	atestaba	0.667	0	0	1
	atstaba	0.333	1	1	0
ate-ssaba$$$p1$s187	atessaba	0.667	0	0	1
	atssaba	0.333	1	1	0
ate-snaba$$$p1$s188	atesnaba	0.667	0	0	1
	atsnaba	0.333	1	1	0
ate-slaba$$$p1$s189	ateslaba	0.667	0	0	1
	atslaba	0.333	1	1	0
ate-sraba$$$p1$s190	atesraba	0.667	0	0	1
	atsraba	0.333	1	1	0
ate-svaba$$$p1$s191	atesvaba	0.667	0	0	1
	atsvaba	0.333	1	1	0
ate-ntaba$$$p1$s192	atentaba	0.667	0	0	1
	atntaba	0.333	1	1	0
ate-nsaba$$$p1$s193	atensaba	0.667	0	0	1
	atnsaba	0.333	1	1	0
ate-nnaba$$$p1$s194	atennaba	0.667	0	0	1
	atnnaba	0.333	1	1	0
ate-nlaba$$$p1$s195	atenlaba	0.667	0	0	1
	atnlaba	0.333	1	1	0
ate-nraba$$$p1$s196	atenraba	0.667	0	0	1
	atnraba	0.333	1	1	0
ate-nvaba$$$p1$s197	atenvaba	0.667	0	0	1
	atnvaba	0.333	1	1	0
ate-ltaba$$$p1$s198	ateltaba	0.667	0	0	1
	atltaba	0.333	1	1	0
ate-lsaba$$$p1$s199	atelsaba	0.667	0	0	1
	atlsaba	0.333	1	1	0
ate-lnaba$$$p1$s200	atelnaba	0.667	0	0	1
	atlnaba	0.333	1	1	0
ate-llaba$$$p1$s201	atellaba	0.667	0	0	1
	atllaba	0.333	1	1	0
ate-lraba$$$p1$s202	atelraba	0.667	0	0	1
	atlraba	0.333	1	1	0
ate-lvaba$$$p1$s203	atelvaba	0.667	0	0	1
	atlvaba	0.333	1	1	0
ate-rtaba$$$p1$s204	atertaba	0.667	0	0	1
	atrtaba	0.333	1	1	0
ate-rsaba$$$p1$s205	atersaba	0.667	0	0	1
	atrsaba	0.333	1	1	0
ate-rnaba$$$p1$s206	aternaba	0.667	0	0	1
	atrnaba	0.333	1	1	0
ate-rlaba$$$p1$s207	aterlaba	0.667	0	0	1
	atrlaba	0.333	1	1	0
ate-rraba$$$p1$s208	aterraba	0.667	0	0	1
	atrraba	0.333	1	1	0
ate-rvaba$$$p1$s209	atervaba	0.667	0	0	1
	atrvaba	0.333	1	1	0
ate-vtaba$$$p1$s210	atevtaba	0.667	0	0	1
	atvtaba	0.333	1	1	0
ate-vsaba$$$p1$s211	atevsaba	0.667	0	0	1
	atvsaba	0.333	1	1	0
ate-vnaba$$$p1$s212	atevnaba	0.667	0	0	1
	atvnaba	0.333	1	1	0
ate-vlaba$$$p1$s213	atevlaba	0.667	0	0	1
	atvlaba	0.333	1	1	0
ate-vraba$$$p1$s214	atevraba	0.667	0	0	1
	atvraba	0.333	1	1	0
ate-vvaba$$$p1$s215	atevvaba	0.667	0	0	1
	atvvaba	0.333	1	1	0
ate-ttaba$$$p1$s216	atettaba	0.667	0	0	1
	atttaba	0.333	1	1	0
ate-tsaba$$$p1$s217	atetsaba	0.667	0	0	1
	attsaba	0.333	1	1	0
ate-tnaba$$$p1$s218	atetnaba	0.667	0	0	1
	attnaba	0.333	1	1	0
ate-tlaba$$$p1$s219	atetlaba	0.667	0	0	1
	attlaba	0.333	1	1	0
ate-traba$$$p1$s220	atetraba	0.667	0	0	1
	attraba	0.333	1	1	0
ate-tvaba$$$p1$s221	atetvaba	0.667	0	0	1
	attvaba	0.333	1	1	0
ate-staba$$$p1$s222	atestaba	0.667	0	0	1
	atstaba	0.333	1	1	0
ate-ssaba$$$p1$s223	atessaba	0.667	0	0	1
	atssaba	0.333	1	1	0
ate-snaba$$$p1$s224	atesnaba	0.667	0	0	1
	atsnaba	0.333	1	1	0
ate-slaba$$$p1$s225	ateslaba	0.667	0	0	1
	atslaba	0.333	1	1	0
ate-sraba$$$p1$s226	atesraba	0.667	0	0	1
	atsraba	0.333	1	1	0
ate-svaba$$$p1$s227	atesvaba	0.667	0	0	1
	atsvaba	0.333	1	1	0
ate-ntaba$$$p1$s228	atentaba	0.667	0	0	1
	atntaba	0.333	1	1	0
ate-nsaba$$$p1$s229	atensaba	0.667	0	0	1
	atnsaba	0.333	1	1	0
ate-nnaba$$$p1$s230	atennaba	0.667	0	0	1
	atnnaba	0.333	1	1	0
ate-nlaba$$$p1$s231	atenlaba	0.667	0	0	1
	atnlaba	0.333	1	1	0
ate-nraba$$$p1$s232	atenraba	0.667	0	0	1
	atnraba	0.333	1	1	0
ate-nvaba$$$p1$s233	atenvaba	0.667	0	0	1
	atnvaba	0.333	1	1	0
ate-ltaba$$$p1$s234	ateltaba	0.667	0	0	1
	atltaba	0.333	1	1	0
ate-lsaba$$$p1$s235	atelsaba	0.667	0	0	1
	atlsaba	0.333	1	1	0
ate-lnaba$$$p1$s236	atelnaba	0.667	0	0	1
	atlnaba	0.333	1	1	0
ate-llaba$$$p1$s237	atellaba	0.667	0	0	1
	atllaba	0.333	1	1	0
ate-lraba$$$p1$s238	atelraba	0.667	0	0	1
	atlraba	0.333	1	1	0
ate-lvaba$$$p1$s239	atelvaba	0.667	0	0	1
	atlvaba	0.333	1	1	0
ate-rtaba$$$p1$s240	atertaba	0.667	0	0	1
	atrtaba	0.333	1	1	0
ate-rsaba$$$p1$s241	atersaba	0.667	0	0	1
	atrsaba	0.333	1	1	0
ate-rnaba$$$p1$s242	aternaba	0.667	0	0	1
	atrnaba	0.333	1	1	0
ate-rlaba$$$p1$s243	aterlaba	0.667	0	0	1
	atrlaba	0.333	1	1	0
ate-rraba$$$p1$s244	aterraba	0.667	0	0	1
	atrraba	0.333	1	1	0
ate-rvaba$$$p1$s245	atervaba	0.667	0	0	1
	atrvaba	0.333	1	1	0
ate-vtaba$$$p1$s246	atevtaba	0.667	0	0	1
	atvtaba	0.333	1	1	0
ate-vsaba$$$p1$s247	atevsaba	0.667	0	0	1
	atvsaba	0.333	1	1	0
ate-vnaba$$$p1$s248	atevnaba	0.667	0	0	1
	atvnaba	0.333	1	1	0
ate-vlaba$$$p1$s249	atevlaba	0.667	0	0	1
	atvlaba	0.333	1	1	0
ate-vraba$$$p1$s250	atevraba	0.667	0	0	1
	atvraba	0.333	1	1	0
ate-vvaba$$$p1$s251	atevvaba	0.667	0	0	1
	atvvaba	0.333	1	1	0
ate-ttaba$$$p1$s252	atettaba	0.667	0	0	1
	atttaba	0.333	1	1	0
ate-tsaba$$$p1$s253	atetsaba	0.667	0	0	1
	attsaba	0.333	1	1	0
ate-tnaba$$$p1$s254	atetnaba	0.667	0	0	1
	attnaba	0.333	1	1	0
ate-tlaba$$$p1$s255	atetlaba	0.667	0	0	1
	attlaba	0.333	1	1	0
ate-traba$$$p1$s256	atetraba	0.667	0	0	1
	attraba	0.333	1	1	0
ate-tvaba$$$p1$s257	atetvaba	0.667	0	0	1
	attvaba	0.333	1	1	0
ate-staba$$$p1$s258	atestaba	0.667	0	0	1
	atstaba	0.333	1	1	0
ate-ssaba$$$p1$s259	atessaba	0.667	0	0	1
	atssaba	0.333	1	1	0
ate-snaba$$$p1$s260	atesnaba	0.667	0	0	1
	atsnaba	0.333	1	1	0
ate-slaba$$$p1$s261	ateslaba	0.667	0	0	1
	atslaba	0.333	1	1	0
ate-sraba$$$p1$s262	atesraba	0.667	0	0	1
	atsraba	0.333	1	1	0
ate-svaba$$$p1$s263	atesvaba	0.667	0	0	1
	atsvaba	0.333	1	1	0
ate-ntaba$$$p1$s264	atentaba	0.667	0	0	1
	atntaba	0.333	1	1	0
ate-nsaba$$$p1$s265	atensaba	0.667	0	0	1
	atnsaba	0.333	1	1	0
ate-nnaba$$$p1$s266	atennaba	0.667	0	0	1
	atnnaba	0.333	1	1	0
ate-nlaba$$$p1$s267	atenlaba	0.667	0	0	1
	atnlaba	0.333	1	1	0
ate-nraba$$$p1$s268	atenraba	0.667	0	0	1
	atnraba	0.333	1	1	0
ate-nvaba$$$p1$s269	atenvaba	0.667	0	0	1
	atnvaba	0.333	1	1	0
ate-ltaba$$$p1$s270	ateltaba	0.667	0	0	1
	atltaba	0.333	1	1	0
ate-lsaba$$$p1$s271	atelsaba	0.667	0	0	1
	atlsaba	0.333	1	1	0
ate-lnaba$$$p1$s272	atelnaba	0.667	0	0	1
	atlnaba	0.333	1	1	0
ate-llaba$$$p1$s273	atellaba	0.667	0	0	1
	atllaba	0.333	1	1	0
ate-lraba$$$p1$s274	atelraba	0.667	0	0	1
	atlraba	0.333	1	1	0
ate-lvaba$$$p1$s275	atelvaba	0.667	0	0	1
	atlvaba	0.333	1	1	0
ate-rtaba$$$p1$s276	atertaba	0.667	0	0	1
	atrtaba	0.333	1	1	0
ate-rsaba$$$p1$s277	atersaba	0.667	0	0	1
	atrsaba	0.333	1	1	0
ate-rnaba$$$p1$s278	aternaba	0.667	0	0	1
	atrnaba	0.333	1	1	0
ate-rlaba$$$p1$s279	aterlaba	0.667	0	0	1
	atrlaba	0.333	1	1	0
ate-rraba$$$p1$s280	aterraba	0.667	0	0	1
	atrraba	0.333	1	1	0
ate-rvaba$$$p1$s281	atervaba	0.667	0	0	1
	atrvaba	0.333	1	1	0
ate-vtaba$$$p1$s282	atevtaba	0.667	0	0	1
	atvtaba	0.333	1	1	0
ate-vsaba$$$p1$s283	atevsaba	0.667	0	0	1
	atvsaba	0.333	1	1	0
ate-vnaba$$$p1$s284	atevnaba	0.667	0	0	1
	atvnaba	0.333	1	1	0
ate-vlaba$$$p1$s285	atevlaba	0.667	0	0	1
	atvlaba	0.333	1	1	0
ate-vraba$$$p1$s286	atevraba	0.667	0	0	1
	atvraba	0.333	1	1	0
ate-vvaba$$$p1$s287	atevvaba	0.667	0	0	1
	atvvaba	0.333	1	1	0
ate-ttaba$$$p1$s288	atettaba	0.667	0	0	1
	atttaba	0.333	1	1	0
ate-tsaba$$$p1$s289	atetsaba	0.667	0	0	1
	attsaba	0.333	1	1	0
ate-tnaba$$$p1$s290	atetnaba	0.667	0	0	1
	attnaba	0.333	1	1	0
ate-tlaba$$$p1$s291	atetlaba	0.667	0	0	1
	attlaba	0.333	1	1	0
ate-traba$$$p1$s292	atetraba	0.667	0	0	1
	attraba	0.333	1	1	0
ate-tvaba$$$p1$s293	atetvaba	0.667	0	0	1
	attvaba	0.333	1	1	0
ate-staba$$$p1$s294	atestaba	0.667	0	0	1
	atstaba	0.333	1	1	0
ate-ssaba$$$p1$s295	atessaba	0.667	0	0	1
	atssaba	0.333	1	1	0
ate-snaba$$$p1$s296	atesnaba	0.667	0	0	1
	atsnaba	0.333	1	1	0
ate-slaba$$$p1$s297	ateslaba	0.667	0	0	1
	atslaba	0.333	1	1	0
ate-sraba$$$p1$s298	atesraba	0.667	0	0	1
	atsraba	0.333	1	1	0
ate-svaba$$$p1$s299	atesvaba	0.667	0	0	1
	atsvaba	0.333	1	1	0
ate-ntaba$$$p1$s300	atentaba	0.667	0	0	1
	atntaba	0.333	1	1	0
ate-nsaba$$$p1$s301	atensaba	0.667	0	0	1
	atnsaba	0.333	1	1	0
ate-nnaba$$$p1$s302	atennaba	0.667	0	0	1
	atnnaba	0.333	1	1	0
ate-nlaba$$$p1$s303	atenlaba	0.667	0	0	1
	atnlaba	0.333	1	1	0
ate-nraba$$$p1$s304	atenraba	0.667	0	0	1
	atnraba	0.333	1	1	0
ate-nvaba$$$p1$s305	atenvaba	0.667	0	0	1
	atnvaba	0.333	1	1	0
ate-ltaba$$$p1$s306	ateltaba	0.667	0	0	1
	atltaba	0.333	1	1	0
ate-lsaba$$$p1$s307	atelsaba	0.667	0	0	1
	atlsaba	0.333	1	1	0
ate-lnaba$$$p1$s308	atelnaba	0.667	0	0	1
	atlnaba	0.333	1	1	0
ate-llaba$$$p1$s309	atellaba	0.667	0	0	1
	atllaba	0.333	1	1	0
ate-lraba$$$p1$s310	atelraba	0.667	0	0	1
	atlraba	0.333	1	1	0
ate-lvaba$$$p1$s311	atelvaba	0.667	0	0	1
	atlvaba	0.333	1	1	0
ate-rtaba$$$p1$s312	atertaba	0.667	0	0	1
	atrtaba	0.333	1	1	0
ate-rsaba$$$p1$s313	atersaba	0.667	0	0	1
	atrsaba	0.333	1	1	0
ate-rnaba$$$p1$s314	aternaba	0.667	0	0	1
	atrnaba	0.333	1	1	0
ate-rlaba$$$p1$s315	aterlaba	0.667	0	0	1
	atrlaba	0.333	1	1	0
ate-rraba$$$p1$s316	aterraba	0.667	0	0	1
	atrraba	0.333	1	1	0
ate-rvaba$$$p1$s317	atervaba	0.667	0	0	1
	atrvaba	0.333	1	1	0
ate-vtaba$$$p1$s318	atevtaba	0.667	0	0	1
	atvtaba	0.333	1	1	0
ate-vsaba$$$p1$s319	atevsaba	0.667	0	0	1
	atvsaba	0.333	1	1	0
ate-vnaba$$$p1$s320	atevnaba	0.667	0	0	1
	atvnaba	0.333	1	1	0
ate-vlaba$$$p1$s321	atevlaba	0.667	0	0	1
	atvlaba	0.333	1	1	0
ate-vraba$$$p1$s322	atevraba	0.667	0	0	1
	atvraba	0.333	1	1	0
ate-vvaba$$$p1$s323	atevvaba	0.667	0	0	1
	atvvaba	0.333	1	1	0
ate-ttaba$$$p1$s324	atettaba	0.667	0	0	1
	atttaba	0.333	1	1	0
ate-tsaba$$$p1$s325	atetsaba	0.667	0	0	1
	attsaba	0.333	1	1	0
ate-tnaba$$$p1$s326	atetnaba	0.667	0	0	1
	attnaba	0.333	1	1	0
ate-tlaba$$$p1$s327	atetlaba	0.667	0	0	1
	attlaba	0.333	1	1	0
ate-traba$$$p1$s328	atetraba	0.667	0	0	1
	attraba	0.333	1	1	0
ate-tvaba$$$p1$s329	atetvaba	0.667	0	0	1
	attvaba	0.333	1	1	0
ate-staba$$$p1$s330	atestaba	0.667	0	0	1
	atstaba	0.333	1	1	0
ate-ssaba$$$p1$s331	atessaba	0.667	0	0	1
	atssaba	0.333	1	1	0
ate-snaba$$$p1$s332	atesnaba	0.667	0	0	1
	atsnaba	0.333	1	1	0
ate-slaba$$$p1$s333	ateslaba	0.667	0	0	1
	atslaba	0.333	1	1	0
ate-sraba$$$p1$s334	atesraba	0.667	0	0	1
	atsraba	0.333	1	1	0
ate-svaba$$$p1$s335	atesvaba	0.667	0	0	1
	atsvaba	0.333	1	1	0
ate-ntaba$$$p1$s336	atentaba	0.667	0	0	1
	atntaba	0.333	1	1	0
ate-nsaba$$$p1$s337	atensaba	0.667	0	0	1
	atnsaba	0.333	1	1	0
ate-nnaba$$$p1$s338	atennaba	0.667	0	0	1
	atnnaba	0.333	1	1	0
ate-nlaba$$$p1$s339	atenlaba	0.667	0	0	1
	atnlaba	0.333	1	1	0
ate-nraba$$$p1$s340	atenraba	0.667	0	0	1
	atnraba	0.333	1	1	0
ate-nvaba$$$p1$s341	atenvaba	0.667	0	0	1
	atnvaba	0.333	1	1	0
ate-ltaba$$$p1$s342	ateltaba	0.667	0	0	1
	atltaba	0.333	1	1	0
ate-lsaba$$$p1$s343	atelsaba	0.667	0	0	1
	atlsaba	0.333	1	1	0
ate-lnaba$$$p1$s344	atelnaba	0.667	0	0	1
	atlnaba	0.333	1	1	0
ate-llaba$$$p1$s345	atellaba	0.667	0	0	1
	atllaba	0.333	1	1	0
ate-lraba$$$p1$s346	atelraba	0.667	0	0	1
	atlraba	0.333	1	1	0
ate-lvaba$$$p1$s347	atelvaba	0.667	0	0	1
	atlvaba	0.333	1	1	0
ate-rtaba$$$p1$s348	atertaba	0.667	0	0	1
	atrtaba	0.333	1	1	0
ate-rsaba$$$p1$s349	atersaba	0.667	0	0	1
	atrsaba	0.333	1	1	0
ate-rnaba$$$p1$s350	aternaba	0.667	0	0	1
	atrnaba	0.333	1	1	0
ate-rlaba$$$p1$s351	aterlaba	0.667	0	0	1
	atrlaba	0.333	1	1	0
ate-rraba$$$p1$s352	aterraba	0.667	0	0	1
	atrraba	0.333	1	1	0
ate-rvaba$$$p1$s353	atervaba	0.667	0	0	1
	atrvaba	0.333	1	1	0
ate-vtaba$$$p1$s354	atevtaba	0.667	0	0	1
	atvtaba	0.333	1	1	0
ate-vsaba$$$p1$s355	atevsaba	0.667	0	0	1
	atvsaba	0.333	1	1	0
ate-vnaba$$$p1$s356	atevnaba	0.667	0	0	1
	atvnaba	0.333	1	1	0
ate-vlaba$$$p1$s357	atevlaba	0.667	0	0	1
	atvlaba	0.333	1	1	0
ate-vraba$$$p1$s358	atevraba	0.667	0	0	1
	atvraba	0.333	1	1	0
ate-vvaba$$$p1$s359	atevvaba	0.667	0	0	1
	atvvaba	0.333	1	1	0
ake-ttaba$$$p2$s0	akettaba	0.667	0	0	1
	akttaba	0.333	1	1	0
ake-tsaba$$$p2$s1	aketsaba	0.667	0	0	1
	aktsaba	0.333	1	1	0
ake-tnaba$$$p2$s2	aketnaba	0.667	0	0	1
	aktnaba	0.333	1	1	0
ake-tlaba$$$p2$s3	aketlaba	0.667	0	0	1
	aktlaba	0.333	1	1	0
ake-traba$$$p2$s4	aketraba	0.667	0	0	1
	aktraba	0.333	1	1	0
ake-tvaba$$$p2$s5	aketvaba	0.667	0	0	1
	aktvaba	0.333	1	1	0
ake-staba$$$p2$s6	akestaba	0.667	0	0	1
	akstaba	0.333	1	1	0
ake-ssaba$$$p2$s7	akessaba	0.667	0	0	1
	akssaba	0.333	1	1	0
ake-snaba$$$p2$s8	akesnaba	0.667	0	0	1
	aksnaba	0.333	1	1	0
ake-slaba$$$p2$s9	akeslaba	0.667	0	0	1
	akslaba	0.333	1	1	0
ake-sraba$$$p2$s10	akesraba	0.667	0	0	1
	aksraba	0.333	1	1	0
ake-svaba$$$p2$s11	akesvaba	0.667	0	0	1
	aksvaba	0.333	1	1	0
ake-ntaba$$$p2$s12	akentaba	0.667	0	0	1
	akntaba	0.333	1	1	0
ake-nsaba$$$p2$s13	akensaba	0.667	0	0	1
	aknsaba	0.333	1	1	0
ake-nnaba$$$p2$s14	akennaba	0.667	0	0	1
	aknnaba	0.333	1	1	0
ake-nlaba$$$p2$s15	akenlaba	0.667	0	0	1
	aknlaba	0.333	1	1	0
ake-nraba$$$p2$s16	akenraba	0.667	0	0	1
	aknraba	0.333	1	1	0
ake-nvaba$$$p2$s17	akenvaba	0.667	0	0	1
	aknvaba	0.333	1	1	0
ake-ltaba$$$p2$s18	akeltaba	0.667	0	0	1
	akltaba	0.333	1	1	0
ake-lsaba$$$p2$s19	akelsaba	0.667	0	0	1
	aklsaba	0.333	1	1	0
ake-lnaba$$$p2$s20	akelnaba	0.667	0	0	1
	aklnaba	0.333	1	1	0
ake-llaba$$$p2$s21	akellaba	0.667	0	0	1
	akllaba	0.333	1	1	0
ake-lraba$$$p2$s22	akelraba	0.667	0	0	1
	aklraba	0.333	1	1	0
ake-lvaba$$$p2$s23	akelvaba	0.667	0	0	1
	aklvaba	0.333	1	1	0
ake-rtaba$$$p2$s24	akertaba	0.667	0	0	1
	akrtaba	0.333	1	1	0
ake-rsaba$$$p2$s25	akersaba	0.667	0	0	1
	akrsaba	0.333	1	1	0
ake-rnaba$$$p2$s26	akernaba	0.667	0	0	1
	akrnaba	0.333	1	1	0
ake-rlaba$$$p2$s27	akerlaba	0.667	0	0	1
	akrlaba	0.333	1	1	0
ake-rraba$$$p2$s28	akerraba	0.667	0	0	1
	akrraba	0.333	1	1	0
ake-rvaba$$$p2$s29	akervaba	0.667	0	0	1
	akrvaba	0.333	1	1	0
ake-vtaba$$$p2$s30	akevtaba	0.667	0	0	1
	akvtaba	0.333	1	1	0
ake-vsaba$$$p2$s31	akevsaba	0.667	0	0	1
	akvsaba	0.333	1	1	0
ake-vnaba$$$p2$s32	akevnaba	0.667	0	0	1
	akvnaba	0.333	1	1	0
ake-vlaba$$$p2$s33	akevlaba	0.667	0	0	1
	akvlaba	0.333	1	1	0
ake-vraba$$$p2$s34	akevraba	0.667	0	0	1
	akvraba	0.333	1	1	0
ake-vvaba$$$p2$s35	akevvaba	0.667	0	0	1
	akvvaba	0.333	1	1	0
ake-ttaba$$$p2$s36	akettaba	0.667	0	0	1
	akttaba	0.333	1	1	0
ake-tsaba$$$p2$s37	aketsaba	0.667	0	0	1
	aktsaba	0.333	1	1	0
ake-tnaba$$$p2$s38	aketnaba	0.667	0	0	1
	aktnaba	0.333	1	1	0
ake-tlaba$$$p2$s39	aketlaba	0.667	0	0	1
	aktlaba	0.333	1	1	0
ake-traba$$$p2$s40	aketraba	0.667	0	0	1
	aktraba	0.333	1	1	0
ake-tvaba$$$p2$s41	aketvaba	0.667	0	0	1
	aktvaba	0.333	1	1	0
ake-staba$$$p2$s42	akestaba	0.667	0	0	1
	akstaba	0.333	1	1	0
ake-ssaba$$$p2$s43	akessaba	0.667	0	0	1
	akssaba	0.333	1	1	0
ake-snaba$$$p2$s44	akesnaba	0.667	0	0	1
	aksnaba	0.333	1	1	0
ake-slaba$$$p2$s45	akeslaba	0.667	0	0	1
	akslaba	0.333	1	1	0
ake-sraba$$$p2$s46	akesraba	0.667	0	0	1
	aksraba	0.333	1	1	0
ake-svaba$$$p2$s47	akesvaba	0.667	0	0	1
	aksvaba	0.333	1	1	0
ake-ntaba$$$p2$s48	akentaba	0.667	0	0	1
	akntaba	0.333	1	1	0
ake-nsaba$$$p2$s49	akensaba	0.667	0	0	1
	aknsaba	0.333	1	1	0
ake-nnaba$$$p2$s50	akennaba	0.667	0	0	1
	aknnaba	0.333	1	1	0
ake-nlaba$$$p2$s51	akenlaba	0.667	0	0	1
	aknlaba	0.333	1	1	0
ake-nraba$$$p2$s52	akenraba	0.667	0	0	1
	aknraba	0.333	1	1	0
ake-nvaba$$$p2$s53	akenvaba	0.667	0	0	1
	aknvaba	0.333	1	1	0
ake-ltaba$$$p2$s54	akeltaba	0.667	0	0	1
	akltaba	0.333	1	1	0
ake-lsaba$$$p2$s55	akelsaba	0.667	0	0	1
	aklsaba	0.333	1	1	0
ake-lnaba$$$p2$s56	akelnaba	0.667	0	0	1
	aklnaba	0.333	1	1	0
ake-llaba$$$p2$s57	akellaba	0.667	0	0	1
	akllaba	0.333	1	1	0
ake-lraba$$$p2$s58	akelraba	0.667	0	0	1
	aklraba	0.333	1	1	0
ake-lvaba$$$p2$s59	akelvaba	0.667	0	0	1
	aklvaba	0.333	1	1	0
ake-rtaba$$$p2$s60	akertaba	0.667	0	0	1
	akrtaba	0.333	1	1	0
ake-rsaba$$$p2$s61	akersaba	0.667	0	0	1
	akrsaba	0.333	1	1	0
ake-rnaba$$$p2$s62	akernaba	0.667	0	0	1
	akrnaba	0.333	1	1	0
ake-rlaba$$$p2$s63	akerlaba	0.667	0	0	1
	akrlaba	0.333	1	1	0
ake-rraba$$$p2$s64	akerraba	0.667	0	0	1
	akrraba	0.333	1	1	0
ake-rvaba$$$p2$s65	akervaba	0.667	0	0	1
	akrvaba	0.333	1	1	0
ake-vtaba$$$p2$s66	akevtaba	0.667	0	0	1
	akvtaba	0.333	1	1	0
